,city,lat_long,lat,lon,weather_json,temp,humidity,wind_speed,cloudiness
105,akdepe,"(43.02450829025955, 57.23573750414124)",43.02450829025954,57.23573750414125,"{'coord': {'lon': 57.24, 'lat': 43.02}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 68.86, 'pressure': 1003.41, 'humidity': 54, 'temp_min': 68.86, 'temp_max': 68.86, 'sea_level': 1021.36, 'grnd_level': 1003.41}, 'wind': {'speed': 4.09, 'deg': 232.501}, 'clouds': {'all': 0}, 'dt': 1529621661, 'sys': {'message': 0.0044, 'country': 'UZ', 'sunrise': 1529541122, 'sunset': 1529596436}, 'id': 829955, 'name': 'Qongirot Shahri', 'cod': 200}",68.86,54,4.09,0
106,lagoa,"(41.2074192697645, -26.741807394623237)",41.2074192697645,-26.741807394623237,"{'coord': {'lon': -26.74, 'lat': 41.21}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 65.08, 'pressure': 1041.42, 'humidity': 100, 'temp_min': 65.08, 'temp_max': 65.08, 'sea_level': 1041.42, 'grnd_level': 1041.42}, 'wind': {'speed': 6.4, 'deg': 40.0013}, 'clouds': {'all': 0}, 'dt': 1529621661, 'sys': {'message': 0.0041, 'sunrise': 1529561666, 'sunset': 1529616209}, 'id': 0, 'name': '', 'cod': 200}",65.08,100,6.4,0
107,kodiak,"(53.83267484558701, -147.38767306962077)",53.83267484558701,-147.38767306962075,"{'coord': {'lon': -147.39, 'lat': 53.83}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.43, 'pressure': 1030.88, 'humidity': 99, 'temp_min': 48.43, 'temp_max': 48.43, 'sea_level': 1030.88, 'grnd_level': 1030.88}, 'wind': {'speed': 15.95, 'deg': 258.001}, 'clouds': {'all': 88}, 'dt': 1529621620, 'sys': {'message': 0.0036, 'sunrise': 1529587104, 'sunset': 1529648689}, 'id': 0, 'name': '', 'cod': 200}",48.43,99,15.95,88
108,kaitangata,"(-70.73714928387153, 178.19274804797942)",-70.73714928387153,178.1927480479794,"{'coord': {'lon': 178.19, 'lat': -70.74}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 4.51, 'pressure': 1004.54, 'humidity': 86, 'temp_min': 4.51, 'temp_max': 4.51, 'sea_level': 1004.54, 'grnd_level': 1004.54}, 'wind': {'speed': 21.39, 'deg': 183.001}, 'clouds': {'all': 32}, 'dt': 1529621662, 'sys': {'message': 0.0043, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",4.51,86,21.39,32
109,harrisonburg,"(38.50449502673189, -79.0846070342499)",38.50449502673189,-79.08460703424991,"{'coord': {'lon': -79.08, 'lat': 38.5}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 73.44, 'pressure': 1011, 'humidity': 94, 'temp_min': 71.6, 'temp_max': 75.2}, 'visibility': 16093, 'wind': {'speed': 2.86, 'deg': 84.5013}, 'clouds': {'all': 90}, 'dt': 1529619360, 'sys': {'type': 1, 'id': 2880, 'message': 0.0048, 'country': 'US', 'sunrise': 1529574760, 'sunset': 1529628242}, 'id': 4755491, 'name': 'Dayton', 'cod': 200}",73.44,94,2.86,90
110,palabuhanratu,"(-18.99639460681857, 97.24313719635035)",-18.996394606818573,97.24313719635036,"{'coord': {'lon': 97.24, 'lat': -19}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 74.53, 'pressure': 1031.85, 'humidity': 98, 'temp_min': 74.53, 'temp_max': 74.53, 'sea_level': 1031.93, 'grnd_level': 1031.85}, 'wind': {'speed': 22.32, 'deg': 107.001}, 'clouds': {'all': 0}, 'dt': 1529621662, 'sys': {'message': 0.0032, 'sunrise': 1529539403, 'sunset': 1529578954}, 'id': 0, 'name': '', 'cod': 200}",74.53,98,22.32,0
111,mezen,"(68.98214516018322, 46.19829115637842)",68.98214516018322,46.198291156378424,"{'coord': {'lon': 46.2, 'lat': 68.98}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 39.88, 'pressure': 1016.7, 'humidity': 95, 'temp_min': 39.88, 'temp_max': 39.88, 'sea_level': 1016.78, 'grnd_level': 1016.7}, 'wind': {'speed': 6.89, 'deg': 283.501}, 'clouds': {'all': 20}, 'dt': 1529621662, 'sys': {'message': 0.0036, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",39.88,95,6.89,20
112,punta arenas,"(-82.23893665777845, -110.83015287781662)",-82.23893665777845,-110.83015287781662,"{'coord': {'lon': -110.83, 'lat': -82.24}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': -17.64, 'pressure': 826.86, 'humidity': 42, 'temp_min': -17.64, 'temp_max': -17.64, 'sea_level': 1031.2, 'grnd_level': 826.86}, 'wind': {'speed': 22.21, 'deg': 19.0013}, 'clouds': {'all': 24}, 'dt': 1529621663, 'sys': {'message': 0.0039, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",-17.64,42,22.21,24
113,menongue,"(-15.907900630305988, 17.2168550679267)",-15.907900630305988,17.2168550679267,"{'coord': {'lon': 17.22, 'lat': -15.91}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 49.33, 'pressure': 898.35, 'humidity': 46, 'temp_min': 49.33, 'temp_max': 49.33, 'sea_level': 1035.22, 'grnd_level': 898.35}, 'wind': {'speed': 5.32, 'deg': 96.0013}, 'clouds': {'all': 0}, 'dt': 1529621617, 'sys': {'message': 0.0032, 'country': 'AO', 'sunrise': 1529558258, 'sunset': 1529598514}, 'id': 7909030, 'name': 'Bairro Novo', 'cod': 200}",49.33,46,5.32,0
114,carnarvon,"(-22.440965471204166, 97.7973426880634)",-22.440965471204166,97.79734268806341,"{'coord': {'lon': 97.8, 'lat': -22.44}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 72.28, 'pressure': 1035.01, 'humidity': 97, 'temp_min': 72.28, 'temp_max': 72.28, 'sea_level': 1035.1, 'grnd_level': 1035.01}, 'wind': {'speed': 21.32, 'deg': 97.5013}, 'clouds': {'all': 8}, 'dt': 1529621620, 'sys': {'message': 0.0029, 'sunrise': 1529539677, 'sunset': 1529578411}, 'id': 0, 'name': '', 'cod': 200}",72.28,97,21.32,8
115,ust-kan,"(50.77274221232801, 84.76832940781964)",50.772742212328005,84.76832940781965,"{'coord': {'lon': 84.77, 'lat': 50.77}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 51.22, 'pressure': 865.6, 'humidity': 57, 'temp_min': 51.22, 'temp_max': 51.22, 'sea_level': 1023.87, 'grnd_level': 865.6}, 'wind': {'speed': 2.19, 'deg': 170.001}, 'clouds': {'all': 0}, 'dt': 1529621663, 'sys': {'message': 0.0241, 'country': 'RU', 'sunrise': 1529532461, 'sunset': 1529591881}, 'id': 1488190, 'name': 'Ust-Kan', 'cod': 200}",51.22,57,2.19,0
116,salinas,"(-1.8139330446301898, -82.64261018123294)",-1.8139330446301896,-82.64261018123294,"{'coord': {'lon': -82.64, 'lat': -1.81}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 69.76, 'pressure': 1025.29, 'humidity': 100, 'temp_min': 69.76, 'temp_max': 69.76, 'sea_level': 1025.33, 'grnd_level': 1025.29}, 'wind': {'speed': 9.24, 'deg': 201.501}, 'clouds': {'all': 0}, 'dt': 1529621663, 'sys': {'message': 0.0033, 'sunrise': 1529580723, 'sunset': 1529623989}, 'id': 0, 'name': '', 'cod': 200}",69.76,100,9.24,0
117,tuktoyaktuk,"(88.94948508578395, -129.0361828124888)",88.94948508578396,-129.03618281248882,"{'coord': {'lon': -129.04, 'lat': 88.95}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 31.96, 'pressure': 1013.37, 'humidity': 100, 'temp_min': 31.96, 'temp_max': 31.96, 'sea_level': 1013.49, 'grnd_level': 1013.37}, 'wind': {'speed': 14.05, 'deg': 72.0013}, 'clouds': {'all': 88}, 'dt': 1529621664, 'sys': {'message': 0.0142, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",31.96,100,14.05,88
118,port macquarie,"(-35.5466998882133, 158.9963753604647)",-35.5466998882133,158.9963753604647,"{'coord': {'lon': 159, 'lat': -35.55}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.03, 'pressure': 1039.47, 'humidity': 100, 'temp_min': 61.03, 'temp_max': 61.03, 'sea_level': 1039.55, 'grnd_level': 1039.47}, 'wind': {'speed': 12.1, 'deg': 204.001}, 'clouds': {'all': 76}, 'dt': 1529621664, 'sys': {'message': 0.0032, 'sunrise': 1529526801, 'sunset': 1529561907}, 'id': 0, 'name': '', 'cod': 200}",61.03,100,12.1,76
119,khorinsk,"(52.45127539159523, 109.81381690795888)",52.45127539159523,109.81381690795887,"{'coord': {'lon': 109.81, 'lat': 52.45}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 69.58, 'pressure': 916.02, 'humidity': 60, 'temp_min': 69.58, 'temp_max': 69.58, 'sea_level': 1016.86, 'grnd_level': 916.02}, 'wind': {'speed': 3.2, 'deg': 299.501}, 'clouds': {'all': 0}, 'dt': 1529621664, 'sys': {'message': 0.0034, 'country': 'RU', 'sunrise': 1529525881, 'sunset': 1529586440}, 'id': 2022304, 'name': 'Khorinsk', 'cod': 200}",69.58,60,3.2,0
120,saint-pierre,"(45.85667917856691, -55.25935087671546)",45.85667917856691,-55.25935087671546,"{'coord': {'lon': -55.26, 'lat': 45.86}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 48.7, 'pressure': 1024.15, 'humidity': 85, 'temp_min': 48.7, 'temp_max': 48.7, 'sea_level': 1024.23, 'grnd_level': 1024.15}, 'wind': {'speed': 13.94, 'deg': 204.001}, 'clouds': {'all': 0}, 'dt': 1529621664, 'sys': {'message': 0.0113, 'country': 'CA', 'sunrise': 1529567461, 'sunset': 1529624105}, 'id': 6156979, 'name': 'St. Lawrence', 'cod': 200}",48.7,85,13.94,0
121,torbay,"(43.02307564673825, -49.721647634348756)",43.02307564673825,-49.721647634348756,"{'coord': {'lon': -49.72, 'lat': 43.02}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 48.61, 'pressure': 1026.91, 'humidity': 88, 'temp_min': 48.61, 'temp_max': 48.61, 'sea_level': 1026.99, 'grnd_level': 1026.91}, 'wind': {'speed': 11.43, 'deg': 85.5013}, 'clouds': {'all': 80}, 'dt': 1529621665, 'sys': {'message': 0.0041, 'sunrise': 1529566797, 'sunset': 1529622110}, 'id': 0, 'name': '', 'cod': 200}",48.61,88,11.43,80
122,buala,"(-1.620183173274313, 161.75562942168148)",-1.6201831732743133,161.75562942168145,"{'coord': {'lon': 161.76, 'lat': -1.62}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 80.74, 'pressure': 1024.8, 'humidity': 100, 'temp_min': 80.74, 'temp_max': 80.74, 'sea_level': 1024.84, 'grnd_level': 1024.8}, 'wind': {'speed': 4.05, 'deg': 19.0013}, 'clouds': {'all': 56}, 'dt': 1529621610, 'sys': {'message': 0.0029, 'sunrise': 1529522039, 'sunset': 1529565344}, 'id': 0, 'name': '', 'cod': 200}",80.74,100,4.05,56
123,dingle,"(50.49363405739945, -11.465332125228684)",50.493634057399454,-11.465332125228686,"{'coord': {'lon': -11.47, 'lat': 50.49}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 56.89, 'pressure': 1048.31, 'humidity': 100, 'temp_min': 56.89, 'temp_max': 56.89, 'sea_level': 1048.35, 'grnd_level': 1048.31}, 'wind': {'speed': 12.66, 'deg': 20.0013}, 'clouds': {'all': 0}, 'dt': 1529621611, 'sys': {'message': 0.0032, 'sunrise': 1529555652, 'sunset': 1529614892}, 'id': 0, 'name': '', 'cod': 200}",56.89,100,12.66,0
124,cayenne,"(11.481904152517387, -43.27312059938859)",11.481904152517387,-43.27312059938859,"{'coord': {'lon': -43.27, 'lat': 11.48}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 76.6, 'pressure': 1031.53, 'humidity': 100, 'temp_min': 76.6, 'temp_max': 76.6, 'sea_level': 1031.57, 'grnd_level': 1031.53}, 'wind': {'speed': 18.19, 'deg': 66.5013}, 'rain': {'3h': 0.1125}, 'clouds': {'all': 92}, 'dt': 1529621665, 'sys': {'message': 0.0034, 'sunrise': 1529569867, 'sunset': 1529615944}, 'id': 0, 'name': '', 'cod': 200}",76.6,100,18.19,92
125,jamestown,"(-33.537311572668166, -14.27330785806322)",-33.53731157266817,-14.273307858063221,"{'coord': {'lon': -14.27, 'lat': -33.54}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 63.37, 'pressure': 1029.83, 'humidity': 98, 'temp_min': 63.37, 'temp_max': 63.37, 'sea_level': 1029.95, 'grnd_level': 1029.83}, 'wind': {'speed': 27.25, 'deg': 264.001}, 'clouds': {'all': 76}, 'dt': 1529621665, 'sys': {'message': 0.0031, 'sunrise': 1529568077, 'sunset': 1529603813}, 'id': 0, 'name': '', 'cod': 200}",63.37,98,27.25,76
126,sao joao da barra,"(-21.623393358957557, -40.756416269917025)",-21.623393358957557,-40.75641626991703,"{'coord': {'lon': -40.76, 'lat': -21.62}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 71.6, 'pressure': 1020, 'humidity': 83, 'temp_min': 71.6, 'temp_max': 71.6}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 40}, 'clouds': {'all': 0}, 'dt': 1529618400, 'sys': {'type': 1, 'id': 4479, 'message': 0.0043, 'country': 'BR', 'sunrise': 1529572837, 'sunset': 1529611770}, 'id': 3448903, 'name': 'Sao Joao da Barra', 'cod': 200}",71.6,83,9.17,0
127,korla,"(37.35678674969212, 85.87743228938712)",37.35678674969211,85.87743228938712,"{'coord': {'lon': 85.88, 'lat': 37.36}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 29.71, 'pressure': 606.94, 'humidity': 89, 'temp_min': 29.71, 'temp_max': 29.71, 'sea_level': 1020.83, 'grnd_level': 606.94}, 'wind': {'speed': 1.81, 'deg': 175.001}, 'clouds': {'all': 44}, 'dt': 1529621666, 'sys': {'message': 0.0045, 'country': 'CN', 'sunrise': 1529535372, 'sunset': 1529588438}, 'id': 1280240, 'name': 'Qinggilik', 'cod': 200}",29.71,89,1.81,44
128,borgarnes,"(65.32659171561062, -21.803467312386488)",65.32659171561062,-21.803467312386488,"{'coord': {'lon': -21.8, 'lat': 65.33}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 47.08, 'pressure': 1002.76, 'humidity': 97, 'temp_min': 47.08, 'temp_max': 47.08, 'sea_level': 1027.6, 'grnd_level': 1002.76}, 'wind': {'speed': 13.38, 'deg': 193.001}, 'rain': {'3h': 2.0675}, 'clouds': {'all': 92}, 'dt': 1529621666, 'sys': {'message': 0.0034, 'country': 'IS', 'sunrise': 1529547186, 'sunset': 1529628296}, 'id': 3412888, 'name': 'Stykkisholmur', 'cod': 200}",47.08,97,13.38,92
129,thompson,"(54.50405171036061, -94.47948267875454)",54.50405171036061,-94.47948267875454,"{'coord': {'lon': -94.48, 'lat': 54.5}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 71.47, 'pressure': 1001.22, 'humidity': 42, 'temp_min': 71.47, 'temp_max': 71.47, 'sea_level': 1022.94, 'grnd_level': 1001.22}, 'wind': {'speed': 7.4, 'deg': 22.5013}, 'clouds': {'all': 0}, 'dt': 1529621667, 'sys': {'message': 0.0032, 'country': 'CA', 'sunrise': 1529574134, 'sunset': 1529636258}, 'id': 5989301, 'name': 'Kapaneewekamik Place', 'cod': 200}",71.47,42,7.4,0
130,panaba,"(24.68647812636135, -87.92704571202249)",24.68647812636135,-87.92704571202248,"{'coord': {'lon': -87.93, 'lat': 24.69}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 82.36, 'pressure': 1026.67, 'humidity': 100, 'temp_min': 82.36, 'temp_max': 82.36, 'sea_level': 1026.75, 'grnd_level': 1026.67}, 'wind': {'speed': 5.84, 'deg': 123.001}, 'clouds': {'all': 24}, 'dt': 1529621634, 'sys': {'message': 0.0035, 'sunrise': 1529579019, 'sunset': 1529628232}, 'id': 0, 'name': '', 'cod': 200}",82.36,100,5.84,24
131,yinchuan,"(38.2534369554576, 106.02914254068065)",38.2534369554576,106.02914254068064,"{'coord': {'lon': 106.03, 'lat': 38.25}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.6, 'pressure': 879.55, 'humidity': 75, 'temp_min': 67.6, 'temp_max': 67.6, 'sea_level': 1016.33, 'grnd_level': 879.55}, 'wind': {'speed': 4.5, 'deg': 19.0013}, 'clouds': {'all': 0}, 'dt': 1529621667, 'sys': {'message': 0.004, 'country': 'CN', 'sunrise': 1529530373, 'sunset': 1529583764}, 'id': 1803416, 'name': 'Linhepu', 'cod': 200}",67.6,75,4.5,0
132,cabo san lucas,"(8.96393482258955, -120.60234172190053)",8.963934822589552,-120.60234172190052,"{'coord': {'lon': -120.6, 'lat': 8.96}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 81.64, 'pressure': 1023.99, 'humidity': 100, 'temp_min': 81.64, 'temp_max': 81.64, 'sea_level': 1024.07, 'grnd_level': 1023.99}, 'wind': {'speed': 1.7, 'deg': 92.5013}, 'clouds': {'all': 76}, 'dt': 1529621667, 'sys': {'message': 0.0035, 'sunrise': 1529588703, 'sunset': 1529634233}, 'id': 0, 'name': '', 'cod': 200}",81.64,100,1.7,76
133,longyearbyen,"(80.73988940118204, 20.09559159581366)",80.73988940118205,20.095591595813662,"{'coord': {'lon': 20.1, 'lat': 80.74}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 35.11, 'pressure': 1024.88, 'humidity': 97, 'temp_min': 35.11, 'temp_max': 35.11, 'sea_level': 1025.04, 'grnd_level': 1024.88}, 'wind': {'speed': 7.52, 'deg': 189.001}, 'clouds': {'all': 0}, 'dt': 1529621667, 'sys': {'message': 0.0065, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",35.11,97,7.52,0
134,vanavara,"(61.12077116533331, 104.33577020398661)",61.12077116533331,104.33577020398658,"{'coord': {'lon': 104.34, 'lat': 61.12}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 67.51, 'pressure': 968.15, 'humidity': 74, 'temp_min': 67.51, 'temp_max': 67.51, 'sea_level': 1017.1, 'grnd_level': 968.15}, 'wind': {'speed': 4.05, 'deg': 284.001}, 'clouds': {'all': 0}, 'dt': 1529621668, 'sys': {'message': 0.0051, 'country': 'RU', 'sunrise': 1529522680, 'sunset': 1529592264}, 'id': 2013727, 'name': 'Vanavara', 'cod': 200}",67.51,74,4.05,0
135,ahipara,"(-32.17216955086232, 166.60869276044502)",-32.17216955086232,166.60869276044502,"{'coord': {'lon': 166.61, 'lat': -32.17}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 61.84, 'pressure': 1034.53, 'humidity': 100, 'temp_min': 61.84, 'temp_max': 61.84, 'sea_level': 1034.61, 'grnd_level': 1034.53}, 'wind': {'speed': 18.52, 'deg': 166.001}, 'clouds': {'all': 92}, 'dt': 1529621668, 'sys': {'message': 0.0033, 'sunrise': 1529524455, 'sunset': 1529560600}, 'id': 0, 'name': '', 'cod': 200}",61.84,100,18.52,92
136,guarapari,"(-23.036377935209586, -36.90034367414495)",-23.036377935209583,-36.900343674144956,"{'coord': {'lon': -36.9, 'lat': -23.04}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 72.55, 'pressure': 1035.83, 'humidity': 100, 'temp_min': 72.55, 'temp_max': 72.55, 'sea_level': 1035.83, 'grnd_level': 1035.83}, 'wind': {'speed': 6.89, 'deg': 14.5013}, 'clouds': {'all': 0}, 'dt': 1529621668, 'sys': {'message': 0.0035, 'sunrise': 1529572083, 'sunset': 1529610671}, 'id': 0, 'name': '', 'cod': 200}",72.55,100,6.89,0
137,arlit,"(21.20086994368215, 5.531308858479946)",21.20086994368215,5.531308858479947,"{'coord': {'lon': 5.53, 'lat': 21.2}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 80.38, 'pressure': 955.09, 'humidity': 11, 'temp_min': 80.38, 'temp_max': 80.38, 'sea_level': 1022.17, 'grnd_level': 955.09}, 'wind': {'speed': 10.13, 'deg': 327.001}, 'clouds': {'all': 0}, 'dt': 1529621668, 'sys': {'message': 0.0033, 'sunrise': 1529557028, 'sunset': 1529605355}, 'id': 0, 'name': '', 'cod': 200}",80.38,11,10.13,0
138,vaini,"(-77.03279037086189, -175.62944473199315)",-77.03279037086189,-175.62944473199315,"{'coord': {'lon': -175.63, 'lat': -77.03}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 0.1, 'pressure': 1005.03, 'humidity': 100, 'temp_min': 0.1, 'temp_max': 0.1, 'sea_level': 1005.03, 'grnd_level': 1005.03}, 'wind': {'speed': 12.77, 'deg': 185.501}, 'clouds': {'all': 44}, 'dt': 1529621626, 'sys': {'message': 0.0033, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",0.1,100,12.77,44
139,matay,"(29.04264001923373, 28.77289817710215)",29.042640019233733,28.772898177102146,"{'coord': {'lon': 28.77, 'lat': 29.04}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 84.97, 'pressure': 1002.76, 'humidity': 31, 'temp_min': 84.97, 'temp_max': 84.97, 'sea_level': 1025.17, 'grnd_level': 1002.76}, 'wind': {'speed': 12.26, 'deg': 90.0013}, 'clouds': {'all': 0}, 'dt': 1529621669, 'sys': {'message': 0.0031, 'country': 'EG', 'sunrise': 1529550410, 'sunset': 1529600816}, 'id': 361394, 'name': 'Al Bawiti', 'cod': 200}",84.97,31,12.26,0
140,mahebourg,"(-33.12596594069095, 65.62872771622744)",-33.12596594069095,65.62872771622743,"{'coord': {'lon': 65.63, 'lat': -33.13}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 64.36, 'pressure': 1026.02, 'humidity': 100, 'temp_min': 64.36, 'temp_max': 64.36, 'sea_level': 1026.14, 'grnd_level': 1026.02}, 'wind': {'speed': 26.64, 'deg': 280.501}, 'clouds': {'all': 68}, 'dt': 1529621669, 'sys': {'message': 0.0036, 'sunrise': 1529548836, 'sunset': 1529584696}, 'id': 0, 'name': '', 'cod': 200}",64.36,100,26.64,68
141,vardo,"(86.46304340919482, 37.89771158640863)",86.46304340919481,37.89771158640863,"{'coord': {'lon': 37.9, 'lat': 86.46}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 32.32, 'pressure': 1019.37, 'humidity': 97, 'temp_min': 32.32, 'temp_max': 32.32, 'sea_level': 1019.45, 'grnd_level': 1019.37}, 'wind': {'speed': 16.84, 'deg': 199.001}, 'clouds': {'all': 0}, 'dt': 1529621669, 'sys': {'message': 0.0031, 'sunrise': 0, 'sunset': 0}, 'id': 0, 'name': '', 'cod': 200}",32.32,97,16.84,0
142,cooma,"(-35.95710119624871, 149.10538874670965)",-35.957101196248715,149.10538874670962,"{'coord': {'lon': 149.11, 'lat': -35.96}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 40.96, 'pressure': 938.32, 'humidity': 88, 'temp_min': 40.96, 'temp_max': 40.96, 'sea_level': 1042.72, 'grnd_level': 938.32}, 'wind': {'speed': 3.49, 'deg': 302.001}, 'clouds': {'all': 0}, 'dt': 1529621669, 'sys': {'message': 0.0051, 'country': 'AU', 'sunrise': 1529529241, 'sunset': 1529564214}, 'id': 2174149, 'name': 'Bredbo', 'cod': 200}",40.96,88,3.49,0
143,sena madureira,"(-9.575606285832052, -68.56634193789687)",-9.575606285832052,-68.56634193789687,"{'coord': {'lon': -68.57, 'lat': -9.58}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 75.07, 'pressure': 1004.62, 'humidity': 87, 'temp_min': 75.07, 'temp_max': 75.07, 'sea_level': 1026.95, 'grnd_level': 1004.62}, 'wind': {'speed': 1.97, 'deg': 334.001}, 'clouds': {'all': 80}, 'dt': 1529621670, 'sys': {'message': 0.0032, 'country': 'BR', 'sunrise': 1529578161, 'sunset': 1529619797}, 'id': 3662155, 'name': 'Sena Madureira', 'cod': 200}",75.07,87,1.97,80
144,ardakan,"(33.66021544200191, 55.12118936469733)",33.66021544200191,55.12118936469733,"{'coord': {'lon': 55.12, 'lat': 33.66}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.88, 'pressure': 920.4, 'humidity': 33, 'temp_min': 66.88, 'temp_max': 66.88, 'sea_level': 1016.9, 'grnd_level': 920.4}, 'wind': {'speed': 3.09, 'deg': 6.50131}, 'clouds': {'all': 0}, 'dt': 1529621670, 'sys': {'message': 0.0036, 'country': 'IR', 'sunrise': 1529543384, 'sunset': 1529595192}, 'id': 111821, 'name': 'Ostān-e Yazd', 'cod': 200}",66.88,33,3.09,0
